"label","phenotype","sd.diff.zeropeak","sd.diff.rotpeak","sd.diff.declinepeak","mu.diff.rotpeak","mu.diff.declinepeak","mu.diff.zeropeak","diff.orig.rotpeak","diff.orig.declinepeak","diff.orig.zeropeak"
"lh_superiortemporal","SA",0.296766551597843,0.00952312075910352,5.17066318402406,0.0198222091598383,2.15996795205238,0.0817190891189733,0.0224304885568253,2.22276831389195,0.0915047110525116
"lh_supramarginal","SA",0.305412527873242,0.00904903560276685,3.74558093516808,0.0217294332696786,1.14820828115439,-0.440697440783469,0.0210778063230082,1.29775814526201,-0.416515185081598
"lh_temporalpole","SA",0.845390450962321,0.0239544675576896,0,0.113215018384031,0,0.0922302981938756,0.121810538994423,0,0.024368835995908
"lh_transversetemporal","SA",0.502201173916806,0.0236689584060164,13.7660757925265,0.0994462077628666,23.2650577124356,1.92835968669686,0.0935514751257055,25.7407988013446,1.95202775369827
"Left-Accumbens-area","SUBC",4.07862022719991,0.216964203348678,0.772089812540386,1.73164070148508,-12.3227045342567,-0.63014545699764,1.76455171601357,-12.277638386673,0.880638614397983
"Left-Amygdala","SUBC",0.218663190966513,0,0,0,0,1.45023161857519,0,0,1.49093149791474
"Left-Caudate","SUBC",0.0722468173798831,0.00764947537628162,0.319199194856892,0.124321038259251,1.60594508205776,0.63282943794471,0.122415605546419,1.6304249346917,0.651340818781186
"Right-Cerebellum-Cortex","SUBC",0.0904963087780351,0,0,0,0,-1.03552674645371,0,0,-1.03551923041046
"Right-Cerebellum-White-Matter","SUBC",0.277274245241492,0.147054205246564,0,-0.00210668477525408,0,-0.176130423918119,0.00547095673023268,0,-0.177690619766267
"Left-choroid-plexus","SUBC",0.602570644928528,0,0.588723259070903,0,2.00971528820823,1.9939032348087,0,1.99232022427795,1.99232022427795
"Left-Hippocampus","SUBC",0.205832962212793,0,0,0,0,-2.37416005388046,0,0,-2.38322088480523
"Left-Inf-Lat-Vent","SUBC",10.5085955706361,0,0.189777298638893,0,-1.04532570523583,1.51688605139735,0,-1.00899113051212,15.0244604391969
"Left-Lateral-Ventricle","SUBC",1.99313400405899,0,0.192123638258169,0,-0.212073576779997,-0.0705162904500707,0,-0.23758366204805,0.420796464672858
"Left-Pallidum","SUBC",0.397173294109245,0.0698238143418945,0,-0.0245839856633765,0,-1.95036447105559,0,0,-2.02572920535942
"Left-Putamen","SUBC",0.144672084695922,0.015901096860264,0,-0.0319043398241735,0,0.795347045249708,-0.0337066296247324,0,0.818470350615407
"Left-Thalamus-Proper","SUBC",6.12966835347118,0.221406906020354,38.7827485482244,1.35500156488469,-18.0794622208139,-0.638780790889788,1.39900347887781,0,1.45902129988848
"Left-VentralDC","SUBC",0.185657463550626,0.108938697984396,0,0.179943535211493,0,1.15651372453864,0.193662751104695,0,1.18470390993136
"Left-vessel","SUBC",4.18194282213796,0,4.15746063304703,0,-6.71442865382779,-6.65409887133109,0,-6.21575498556724,-6.21575498556724
